entity_id,name,department,locality,address,street,door,capacity,phone,email,legal_name,rut,highest_stage,msp_final,mides_social,msp_registro_historico,pacp,historical_certificate_count,historical_certificates,historical_first_year,historical_latest_year,latest_public_date,source_record_count,source_types_count,latitude,longitude,geocode_confidence,geocode_method,geocode_score,geocode_source,source_urls
ELP-0438,Toscana Hogar,Montevideo,Montevideo,Av. Centenario 3076,Av. Centenario,3076,22,24803348,centroresidenciales.toscana@gmail.com,,,Habilitación final MSP,True,True,True,False,2,"007/2018, 046/2020",2018,2020,2026-06-30,4,3,-34.8839198,-56.1522424,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf"", ""https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social"", ""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0439,Hogar Madre Ana,Montevideo,Montevideo,Enrique Martinez 1409,Enrique Martinez,1409,69,22036273,amenendez@hotmail.com,,,Habilitación final MSP,True,True,True,False,1,158/2019,2019,2019,2026-06-30,3,3,-34.8731771,-56.1888234,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf"", ""https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social"", ""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0440,Marsella,Montevideo,Montevideo,Joaquín Núñez 3082,Joaquín Núñez,3082,18,,hogarmarsella@hotmail.com,,,Habilitación final MSP,True,False,True,False,1,070/2019,2019,2019,2026-06-30,2,2,-34.9237689,-56.1553208,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf"", ""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0441,Hogar Montpellier,Montevideo,Montevideo,Luis A.Herrera 1112 1112,Luis A.Herrera 1112,1112,,26228906,,,,Certificado Social MIDES,False,True,True,False,1,080/2020,2020,2020,2024-07-15,2,2,-34.9074134,-56.1360827,alta,calle y puerta exacta,77,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social"", ""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0442,Hogar Montpellier,Montevideo,Montevideo,Luis Alberto de Herrera 1112,Luis Alberto de Herrera,1112,17,,hogarmomtpellier@gmail.com,,,Habilitación final MSP,True,False,False,False,0,,,,2026-06-30,1,1,-34.9074134,-56.1360827,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf""]"
ELP-0443,Hogar Nazareth,Montevideo,Montevideo,Avenida Italia 3780,Avenida Italia,3780,16,25058283,,CASA PARA EL ADULTO MAYOR - HOGAR DE ACOGIDA Y ESPERANZA,21 689195 0019,Habilitación final MSP,True,True,True,True,1,105/2021,2021,2021,2026-06-30,4,4,-34.8870047,-56.1305842,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf"", ""https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social"", ""https://www.gub.uy/sistema-cuidados/comunicacion/comunicados/programa-apoyo-cuidado-permanente-pacp"", ""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0444,Hogar Nazareth,Montevideo,Montevideo,Bulevar Artigas 2255,Bulevar Artigas,2255,26,22012133,hogarnazareth2011@hotmail.com,,,Habilitación final MSP,True,True,True,False,1,062/2018,2018,2018,2026-06-30,3,3,-34.8858374,-56.1661686,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf"", ""https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social"", ""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0445,Hogar Nazareth,Montevideo,Montevideo,Campisteguy 2985,Campisteguy,2985,19,23561100 / 096715299 /22087803,hogarnazareth2011@hotmail.com,CASA PARA EL ADULTO MAYOR - HOGAR DE ACOGIDA Y ESPERANZA,21 689195 0019,Habilitación final MSP,True,True,True,True,2,"105/2018, 002/2020",2018,2020,2026-06-30,5,4,-34.8722192,-56.1688536,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf"", ""https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social"", ""https://www.gub.uy/sistema-cuidados/comunicacion/comunicados/programa-apoyo-cuidado-permanente-pacp"", ""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0446,Hogar Renacer,Montevideo,Montevideo,Zufriategui 984,Zufriategui,984,24,23046396,valeriagorlier@gmail.com,,,Habilitación final MSP,True,True,True,False,1,110/2022,2022,2022,2026-06-30,4,3,-34.8628916,-56.2124976,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf"", ""https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social"", ""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0447,Siena,Montevideo,Montevideo,Libertad 2840,Libertad,2840,23,27078650 / 27092867,hogarsiena@gmail.com,,,Habilitación final MSP,True,True,True,False,1,126/2019,2019,2019,2026-06-30,3,3,-34.9079,-56.1525368,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf"", ""https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social"", ""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0448,Hotel Continental,Montevideo,,Paraguay 1372,Paraguay,1372,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,011/2018,2018,2018,2018,1,1,-34.9057215,-56.1926315,media,puerta más cercana en la misma calle,89,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0449,Hotel Lafayette,Montevideo,Montevideo,Soriano 1170,Soriano,1170,85,29024646,pablo@lafayette.com.uy,,,Habilitación final MSP,True,True,True,False,2,"100/2019, 137/2019",2019,2019,2026-06-30,4,3,-34.9078371,-56.1906889,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf"", ""https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social"", ""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0450,Hotel Residencial San Antonio,Montevideo,,Avda. Millán 4383,Avda. Millán,4383,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,092/2019,2019,2019,2019,1,1,-34.844492,-56.2050624,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0451,Irigoitía,Montevideo,Montevideo,Juan Carlos Blanco 3485,Juan Carlos Blanco,3485,16,23364530,www.irigoitia.com - info@irigoitia.com,,,Habilitación final MSP,True,True,True,False,1,188/2019,2019,2019,2026-06-30,3,3,-34.8665584,-56.1992292,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf"", ""https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social"", ""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0452,Itiel,Montevideo,,Jaime Cibils 2859,Jaime Cibils,2859,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,096/2018,2018,2018,2018,1,1,-34.8867281,-56.154591,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0453,Jackson,Montevideo,Montevideo,Jackson 936,Jackson,936,26,24112020,residenciajackson@gmail.com,,,Habilitación final MSP,True,True,True,False,2,"022/2017, 090/2020",2017,2020,2026-06-30,4,3,-34.9121464,-56.1725511,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf"", ""https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social"", ""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0454,Jardines de Setiembre,Montevideo,Montevideo,Lido 1685,Lido,1685,20,26008786,residencialjardines@vera.com.uy,,,Habilitación final MSP,True,True,True,False,1,063/2020,2020,2020,2026-06-30,3,3,-34.8812344,-56.0426305,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf"", ""https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social"", ""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0455,Jorge Darío Pérez,Montevideo,,Avda. Artigas 365,Avda. Artigas,365,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,091/2018,2018,2018,2018,1,1,-34.8503052,-56.2276299,media-baja,centroide de calle,70,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0456,Juan XXIII,Montevideo,Montevideo,Dr. Pablo De Maria 1184,Dr. Pablo De Maria,1184,,24022679,,,,Certificado Social MIDES,False,True,True,False,1,159/2019,2019,2019,2024-07-15,2,2,-34.906529,-56.1707871,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social"", ""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0457,Kalas,Montevideo,Montevideo,Carabelas 3511,Carabelas,3511,17,22014156,residencial.kala@gmail.com,,,Habilitación final MSP,True,True,True,False,2,"017/2017, 039/2022",2017,2022,2026-06-30,4,3,-34.8598168,-56.1798505,alta,calle y puerta exacta,94,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf"", ""https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social"", ""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0458,KIMARA,Montevideo,MONTEVIDEO,CAMINO CARMELO COLMAN 6319,CAMINO CARMELO COLMAN,6319,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,071/2022,2022,2022,2022,1,1,-34.7936237,-56.2340993,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0459,La Amistad,Montevideo,Montevideo,Nueva Palmira 2084,Nueva Palmira,2084,22,24025953,shirleyvegafaccio@hotmail.com,,,Habilitación final MSP,True,True,True,False,1,062/2020,2020,2020,2026-06-30,3,3,-34.8885121,-56.169969,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf"", ""https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social"", ""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0460,La Belle Epoque,Montevideo,Montevideo,Hugo de los Santos Recarte 1284/86,Hugo de los Santos Recarte,1284/86,26,27077294,belleepoqueuy@gmail.com,,,Habilitación final MSP,True,True,True,False,1,032/2021,2021,2021,2026-06-30,3,3,-34.9055456,-56.1572215,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf"", ""https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social"", ""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0461,La Belle Epoque 2,Montevideo,Montevideo,Marcos Bruto 1213,Marcos Bruto,1213,15,26231056,belleepoqueuy@gmail.com,,,Habilitación final MSP,True,True,True,False,1,027/2021,2021,2021,2026-06-30,3,3,-34.9057039,-56.1385394,alta,calle y puerta exacta,95,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf"", ""https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social"", ""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0462,La Casa de Lea,Montevideo,Montevideo,Larrañaga 3228,Larrañaga,3228,28,24807806,a.dere@hotmail.com,,,Habilitación final MSP,True,True,False,False,0,,,,2026-06-30,2,2,-34.879686,-56.1520908,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf"", ""https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social""]"
ELP-0463,La Casa de Lea,Montevideo,,Dámaso A.Larrrañaga 3228,Dámaso A.Larrrañaga,3228,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,081/2018,2018,2018,2018,1,1,-34.879686,-56.1520908,alta,calle y puerta exacta,70,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0464,La Casa de los Abuelos,Montevideo,,Av. Gral. Flores 4918,Av. Gral. Flores,4918,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,138/2019,2019,2019,2019,1,1,-34.841307,-56.1510533,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0465,LA CASA RITA,Montevideo,MONTEVIDEO COLONIA DEL,"CAMINO O""HIGGINS 9105","CAMINO O""HIGGINS",9105,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,103/2022,2022,2022,2022,1,1,-34.8368099,-56.3422607,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0466,La Familia,Montevideo,Montevideo,Ing. Eduardo Canstatt 3187,Ing. Eduardo Canstatt,3187,,24879167,,,,Certificado Social MIDES,False,True,False,False,0,,,,2024-07-15,1,1,-34.8720831,-56.159075,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social""]"
ELP-0467,La Familia,Montevideo,Montevideo,Zapican 3119,Zapican,3119,,22095732,,,,Certificado Social MIDES,False,True,True,False,1,129/2022,2022,2022,2024-07-15,2,2,-34.8709948,-56.1940921,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social"", ""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0468,Las Huellas,Montevideo,Montevideo,Constituyente 1845,Constituyente,1845,18,,daniel.6031@gmail.com,,,Habilitación final MSP,True,False,True,False,1,100/2018,2018,2018,2026-06-30,2,2,-34.9067576,-56.176479,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf"", ""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0469,La Maison,Montevideo,Montevideo,26 De Marzo 3322,26 De Marzo,3322,,26233232,,,,Certificado Social MIDES,False,True,False,False,0,,,,2024-07-15,1,1,-34.9067951,-56.1417313,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social""]"
ELP-0470,La Maison,Montevideo,Montevideo,26 de Marzo 3322,,26 de Marzo 3322,58,,lourdestel@gmail.com,,,Habilitación final MSP,True,False,True,False,1,062/2021,2021,2021,2026-06-30,2,2,-34.8750545,-56.1663557,baja,centroide de localidad,35,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf"", ""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0471,La Rosaleda,Montevideo,Montevideo,Agraciada 3157,Agraciada,3157,19,22092175,meditsalud@gmail.com,,,Habilitación final MSP,True,True,True,False,1,026/2019,2019,2019,2026-06-30,3,3,-34.8732808,-56.2015658,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf"", ""https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social"", ""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0472,La Serena,Montevideo,,Belastiqui 1372,Belastiqui,1372,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,021/2018,2018,2018,2018,1,1,-34.8947153,-56.0756758,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0473,La Serena,Montevideo,,Rambla O'Higgins 5315,Rambla O'Higgins,5315,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,118/2019,2019,2019,2019,1,1,-34.8948636,-56.0900502,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0474,La Serenita Srl,Montevideo,Montevideo,8 de Octubre 2856,,8 de Octubre 2856,27,,residencialserena2856@gmail.com,,,Habilitación final MSP,True,False,True,False,1,117/2020,2020,2020,2026-06-30,2,2,-34.8717733,-56.178962,baja,centroide de localidad,35,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf"", ""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0475,LA SYESTITA,Montevideo,MONTEVIDEO,Jacobo Rousseau 3927 bis,Jacobo Rousseau,3927 bis,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,061/2023,2023,2023,2023,1,1,-34.871506,-56.1384456,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0476,La Terraza,Montevideo,Montevideo,Ellauri 728,Ellauri,728,35,27105609,dinchausti@hotmail.com,,,Habilitación final MSP,True,True,True,False,1,045/2022,2022,2022,2026-06-30,3,3,-34.9175413,-56.1550816,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf"", ""https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social"", ""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0477,Laguna Dorada,Montevideo,,Cooper 2025,Cooper,2025,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,008/2017,2017,2017,2017,1,1,-34.8819084,-56.0662308,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0478,Las Gardenias 1,Montevideo,Montevideo,Caramurú 5812,Caramurú,5812,18,26002457,rositalaguardia@gmail.com,,,Habilitación final MSP,True,True,True,False,1,132/2019,2019,2019,2026-06-30,3,3,-34.8928465,-56.0813717,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf"", ""https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social"", ""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0479,LAR - CENTRO,Montevideo,,Juan M. Espinosa 1480,Juan M. Espinosa,1480,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,026/2018,2018,2018,2018,1,1,-34.8958721,-56.1229759,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0480,Las Brisas,Montevideo,Montevideo,Colonia 2179,Colonia,2179,36,24012833,mboramas@adinet.com.uy,,,Habilitación final MSP,True,True,True,False,1,022/2020,2020,2020,2026-06-30,3,3,-34.8977194,-56.1685854,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf"", ""https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social"", ""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
