record_id,entity_id,source_type,source_title,source_date,source_url,source_document,source_row,department,locality,name,address,street,door,capacity,email,phone,certificate_number,certificate_year,director_technical,legal_name,rut
MSPR-183-2019,ELP-0347,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2019,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,183/2019,Montevideo,,Residencial Centro del Adulto Mayor,Bv. España 2526,Bv. España,2526,,,,183/2019,2019,Margarita Beduchaud,,
MSPR-184-2018,ELP-0157,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2018,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,184/2018,Durazno,,Residencial Hogar Luz del Sol,Martínez Matonte 424,Martínez Matonte,424,,,,184/2018,2018,Silvina Gonzalez,,
MSPR-185-2019,ELP-0161,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2019,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,185/2019,Durazno,,Residencial Sagrado Corazón,Juana Artigas S/N Barrio Hipodrómo,Juana Artigas,S/N,,,,185/2019,2019,Pedro Besonart,,
MSPR-186-2019,ELP-0655,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2019,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,186/2019,Montevideo,,Residencial Terra Nostra,Pedro Cosio 2451,Pedro Cosio,2451,,,,186/2019,2019,Daimaris Izquierdo,,
MSPR-187-2019,ELP-0563,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2019,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,187/2019,Montevideo,,Residencial Red Bienestar,Rivera 4589,Rivera,4589,,,,187/2019,2019,Gianella Mazera,,
MSPR-188-2019,ELP-0451,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2019,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,188/2019,Montevideo,,Residencial Irigoitia,Juan Carlos Blanco 3485,Juan Carlos Blanco,3485,,,,188/2019,2019,Mariela Fernandez,,
MSPR-189-2019,ELP-0400,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2019,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,189/2019,Montevideo,,Residencial Estilo de Vida,Cavia 2996,Cavia,2996,,,,189/2019,2019,Noreen Briceño,,
MSPR-190-2019,ELP-0386,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2019,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,190/2019,Montevideo,,Residencial El Jardin de los Abuelos,Cardal 3074,Cardal,3074,,,,190/2019,2019,Carlos Puig,,
MSPR-191-2019,ELP-0737,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2019,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,191/2019,Salto,,Residencial Centro Anahata,8 de octubre 1239,,8 de octubre 1239,,,,191/2019,2019,Paola Alvez,,
MSPR-192-2019,ELP-0731,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2019,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,192/2019,Rocha,,Residencial San Sueña,Lavalleja 144,Lavalleja,144,,,,192/2019,2019,German Magalaes,,
MSPR-193-2019,ELP-0552,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2019,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,193/2019,Montevideo,,Residencial Old Trafford,Jaime Cibils 2824 bis,Jaime Cibils,2824 bis,,,,193/2019,2019,Alvaro Miller,,
MSPR-194-2019,ELP-0809,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2019,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,194/2019,Treinta y Tres,,Residencial Doña Aurelia,Manuel Freire 1864,Manuel Freire,1864,,,,194/2019,2019,Gabriel Ferreira,,
MSPR-195-2019,ELP-0777,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2019,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,195/2019,San José,,Residencial Mariel,Banchero 1201,Banchero,1201,,,,195/2019,2019,Anabela Hernandez,,
MSPR-196-2019,ELP-0166,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2019,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,196/2019,Durazno,,Residencial Tu Segundo Hogar,18 de Julio 318,,18 de Julio 318,,,,196/2019,2019,Pedro Besonart,,
MSPR-197-2019,ELP-0494,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2019,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,197/2019,Montevideo,,Residencial Las Reinas,Juan Carlos Blanco 3323,Juan Carlos Blanco,3323,,,,197/2019,2019,Aldo Sgarabat,,
MSPR-198-2019,ELP-0727,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2019,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,198/2019,Rivera,,Residencial Sociedad Filatrópoca de Santa Fé,Manuel Oribe 1428,Manuel Oribe,1428,,,,198/2019,2019,Ariana Toledo,,
MSPR-199-2019,ELP-0760,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2019,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,199/2019,San José,,Hogar de Ancianos El Quincho,San José 800,San José,800,,,,199/2019,2019,German Meyer,,
MSPR-200-2019,ELP-0545,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2019,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,200/2019,Montevideo,,Residencial Nuestro Hogar,Br. Gral. Artigas 1148,Br. Gral. Artigas,1148,,,,200/2019,2019,Sergio Coutiño,,
MSPR-201-2019,ELP-0481,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2019,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,201/2019,Montevideo,,Residencial Las Calas,Coimbra 5854,Coimbra,5854,,,,201/2019,2019,Doris Baccino,,
MSPR-202-2019,ELP-0374,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2019,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,202/2019,Montevideo,,Residencial Doña María,Humachiri 4126,Humachiri,4126,,,,202/2019,2019,Diego Rodriguez,,
MSPR-203-2019,ELP-0245,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2019,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,203/2019,Maldonado,,Residencial Casa de Mar,Av. República Argentina y Fort Wayne,Av. República Argentina y Fort Wayne,,,,,203/2019,2019,Alfonso Lopez,,
MSPR-204-2019,ELP-0746,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2019,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,204/2019,Salto,,Residencial Guadalupe,Brasil 524,Brasil,524,,,,204/2019,2019,Lourdes Cavani,,
MSPR-205-2019,ELP-0260,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2019,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,205/2019,Maldonado,,Residencial Porvenir,25 de Mayo 875,,25 de Mayo 875,,,,205/2019,2019,Americo Rodriguez,,
MSPR-001-2020,ELP-0039,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2020,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,001/2020,Canelones,Migues,Residencial La Familia,Calle 9 y Calle 1 sin número,Calle,9,,,,001/2020,2020,Lucia Scanegatti,,
MSPR-002-2020,ELP-0445,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2020,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,002/2020,Montevideo,Montevideo,Residencial Nazareth,Campisteguy 2985,Campisteguy,2985,,,,002/2020,2020,Fernando Labanca,,
MSPR-004-2020,ELP-0587,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2020,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,004/2020,Montevideo,Montevideo,Residencial Diamante,Juan Carlos Blanco 3334,Juan Carlos Blanco,3334,,,,004/2020,2020,Alicia Menendez,,
MSPR-005-2020,ELP-0192,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2020,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,005/2020,Florida,Florida,Residencial La Milagrosa,Dr. González 875,Dr. González,875,,,,005/2020,2020,Pedro Besonart,,
MSPR-006-2020,ELP-0378,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2020,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,006/2020,Montevideo,Montevideo,Residencial Dos Soles,Augusto Turenne 3322,Augusto Turenne,3322,,,,006/2020,2020,Adriana Schoper,,
MSPR-007-2020,ELP-0251,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2020,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,007/2020,Maldonado,Punta del Este,Residencial La Esmeralda,"Av. Francia esquina Av. Brasil y Río Branco padrón 6875 , manzana 553",Av. Francia esquina Av. Brasil y Río Branco padrón,"6875 , manzana 553",,,,007/2020,2020,Alfonso Lopez,,
MSPR-008-2020,ELP-0522,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2020,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,008/2020,Montevideo,Montevideo,Residencial Mariana,Gaboto 1323,Gaboto,1323,,,,008/2020,2020,Silvina Gonzales,,
MSPR-009-2020,ELP-0648,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2020,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,009/2020,Montevideo,Montevideo,Residencial Sol de Otoño 1,Joaquín Suárez 3455,Joaquín Suárez,3455,,,,009/2020,2020,Fernando Labanca,,
MSPR-010-2020,ELP-0724,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2020,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,010/2020,Paysandú,Paysandú,Residencial Eben Ezer II,República de Chile 1242,República de Chile,1242,,,,010/2020,2020,Fernando Irigarai,,
MSPR-011-2020,ELP-0660,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2020,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,011/2020,Montevideo,Montevideo,Residencial Vilcabamba Harwood,Harwood 6214,Harwood,6214,,,,011/2020,2020,Marcela Quintana,,
MSPR-012-2020,ELP-0759,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2020,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,012/2020,San José,Ciudad del Plata,Residencial El Buen Vivir,"River Plate s/n esquina Pedro Cea, Solar 7, Manzana 56","River Plate s/n esquina Pedro Cea, Solar","7, Manzana 56",,,,012/2020,2020,Sebastian Olareaga,,
MSPR-013-2020,ELP-0650,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2020,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,013/2020,Montevideo,Montevideo,Residencial Sol de Otoño III,Castro 433,Castro,433,,,,013/2020,2020,Fernando Labanca,,
MSPR-014-2020,ELP-0801,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2020,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,014/2020,Tacuarembó,Paso de los Toros,Residencial Doña Blanca,Wilson Ferreira 454,Wilson Ferreira,454,,,,014/2020,2020,Abdul Aziz,,
MSPR-015-2020,ELP-0436,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2020,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,015/2020,Montevideo,Montevideo,Residencial Hogar Italiano,Paysandú 1935,Paysandú,1935,,,,015/2020,2020,Alejandro Morelli,,
MSPR-016-2020,ELP-0585,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2020,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,016/2020,Montevideo,Montevideo,Residencial Centro Arrels,Bulevar España 2436,Bulevar España,2436,,,,016/2020,2020,Adriana de la Valle,,
MSPR-017-2020,ELP-0171,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2020,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,017/2020,Flores,Trinidad,Residencial Sol de Otoño,Herrera 840,Herrera,840,,,,017/2020,2020,Laura de Leon,,
MSPR-018-2020,ELP-0159,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2020,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,018/2020,Durazno,Sarandí del Yi,Residencial La Pensión,Sosa Bernabet 282,Sosa Bernabet,282,,,,018/2020,2020,Nancy Godano,,
MSPR-019-2020,ELP-0032,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2020,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,019/2020,Canelones,Pando,Residencial Hogar para personas mayores,Luis A. de Herrera s/n,Luis A. de Herrera,S/N,,,,019/2020,2020,Roxana Quintan,,
MSPR-020-2020,ELP-0170,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2020,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,020/2020,Flores,Trinidad,Residencial San José,A. Puig 679,A. Puig,679,,,,020/2020,2020,Ana Bidegain,,
MSPR-021-2020,ELP-0571,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2020,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,021/2020,Montevideo,Montevideo,Residencial Alamos,Ibiray 2398,Ibiray,2398,,,,021/2020,2020,Julieta Arnaiz,,
MSPR-022-2020,ELP-0480,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2020,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,022/2020,Montevideo,Montevideo,Residencial Las Brisas,Colonia 2179,Colonia,2179,,,,022/2020,2020,Jorge Peralta,,
MSPR-023-2020,ELP-0795,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2020,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,023/2020,Soriano,Mercedes,Residencial Sueños Dorados,Artigas 372,Artigas,372,,,,023/2020,2020,Iliana Medina,,
MSPR-024-2020,ELP-0592,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2020,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,024/2020,Montevideo,Montevideo,Residencial Doña Isabel,Francisco Schinca 2492,Francisco Schinca,2492,,,,024/2020,2020,Maria Amoroso,,
MSPR-025-2020,ELP-0649,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2020,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,025/2020,Montevideo,Montevideo,Residencial Sol de Otoño II,Carlos Vaz Ferreira 3644,Carlos Vaz Ferreira,3644,,,,025/2020,2020,Fernando Labanca,,
MSPR-026-2020,ELP-0168,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2020,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,026/2020,Flores,Trinidad,Residencial Casa Hogar,Carnelli 1041,Carnelli,1041,,,,026/2020,2020,Laura de Leon,,
MSPR-027-2020,ELP-0264,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2020,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,027/2020,Maldonado,San Carlos,Residencial Señoras,18 de Julio 665,,18 de Julio 665,,,,027/2020,2020,Gabriela Perez,,
MSPR-028-2020,ELP-0495,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2020,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,028/2020,Montevideo,Montevideo,Residencial Tres Marias,Mario Cassinoni 1120,Mario Cassinoni,1120,,,,028/2020,2020,Jorge Peralta,,
MSPR-029-2020,ELP-0079,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2020,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,029/2020,Canelones,Atlantida,Residencial Las Tres Marias,Atlantida,Atlantida,,,,,029/2020,2020,Muhammad Aftab Shahid,,
MSPR-030-2020,ELP-0309,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2020,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,030/2020,Montevideo,Montevideo,Asociacion Civil Instituto de las Hermansas del Perpetuo Socorro,Millan 2934,Millan,2934,,,,030/2020,2020,Alicia Menendez,,
MSPR-031-2020,ELP-0219,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2020,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,031/2020,Maldonado,Pan de Azucar,Hogar de Aanciuanos Pan de Azucar,Ruta 93 Km 96 ciudad de Pan de Azucar,Ruta 93,Km 96,,,,031/2020,2020,Añece Smeding,,
MSPR-032-2020,ELP-0298,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2020,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,032/2020,Montevideo,Montevideo,Residencial Amanda,Avenida Millan 3600,Avenida Millan,3600,,,,032/2020,2020,Damairis Izquierdo Reyes,,
MSPR-033-2020,ELP-0437,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2020,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,033/2020,Montevideo,Montevideo,La Capilla,Plutarco 4009,Plutarco,4009,,,,033/2020,2020,Guianella Massera,,
MSPR-034-2020,ELP-0798,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2020,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,034/2020,Tacuarembó,Tacuarembo,Fantasia Maricel,Manuel Alvarez 816,Manuel Alvarez,816,,,,034/2020,2020,Luis Fernandez,,
MSPR-035-2020,ELP-0808,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2020,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,035/2020,Tacuarembó,Tacuarembo,Residencial Maricel,18 de Julio 848,,18 de Julio 848,,,,035/2020,2020,Luis Fernandez,,
MSPR-036-2020,ELP-0337,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2020,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,036/2020,Montevideo,Montevideo,Residencial Casa Tranquila,Américo Ricaldoni 2876,Américo Ricaldoni,2876,,,,036/2020,2020,Dra. Edith Araujo,,
MSPR-037-2020,ELP-0735,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2020,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,037/2020,Río Negro,Nuevo Berlin,Residencial La Familia,Rodó esq. 25 de Agosto,Rodó esq.,25 de Agosto,,,,037/2020,2020,Dr. Nelson Moreira,,
